25
1	 9	 326	 412	 10	 78
2	 19	 208	 232	 9	 24
3	 43	 289	 325	 16	 22
4	 97	 493	 523	 3	 41
5	 53	 204	 276	 4	 54
6	 11	 609	 673	 23	 92
7	 14	 851	 925	 6	 91
8	 96	 696	 746	 0	 41
9	 53	 985	 993	 19	 23
10	 27	 830	 884	 42	 64
11	 88	 838	 920	 9	 38
12	 8	 818	 880	 12	 40
13	 6	 350	 418	 46	 73
14	 29	 452	 512	 59	 71
15	 39	 828	 844	 51	 77
16	 79	 685	 701	 14	 57
17	 18	 1011	 1071	 6	 31
18	 41	 559	 583	 10	 68
19	 34	 357	 377	 21	 27
20	 56	 506	 580	 5	 22
21	 83	 816	 848	 1	 42
22	 76	 437	 459	 17	 56
23	 58	 871	 881	 27	 35
24	 27	 784	 848	 0	 99
25	 22	 858	 926	 20	 24
0	44	18	9	27	9	45	2	43	14	41	29	1	27	5	39	33	34	8	7	5	9	3	22	44
44	0	39	47	31	8	20	47	26	20	43	30	47	16	32	13	32	7	24	6	49	4	16	9	10
18	39	0	30	24	39	40	34	19	22	42	30	35	38	19	15	29	2	12	42	24	39	25	13	4
9	47	30	0	10	13	10	9	33	40	24	48	47	38	7	33	47	2	40	41	24	25	40	11	33
27	31	24	10	0	30	36	35	36	0	10	37	4	25	5	2	48	5	47	32	38	1	47	22	46
9	8	39	13	30	0	33	49	14	4	14	7	12	6	15	31	47	4	28	28	0	21	37	28	32
45	20	40	10	36	33	0	6	23	7	9	13	1	41	47	39	42	39	23	42	43	38	33	35	28
2	47	34	9	35	49	6	0	24	26	11	9	8	24	6	33	8	36	26	1	2	27	1	4	10
43	26	19	33	36	14	23	24	0	48	20	40	0	34	18	16	12	44	1	45	1	26	39	47	1
14	20	22	40	0	4	7	26	48	0	20	48	44	17	44	45	47	9	1	18	22	3	6	32	36
41	43	42	24	10	14	9	11	20	20	0	49	35	18	24	47	20	47	47	23	29	20	20	45	8
29	30	30	48	37	7	13	9	40	48	49	0	25	30	49	1	37	9	35	47	5	44	27	0	46
1	47	35	47	4	12	1	8	0	44	35	25	0	43	14	41	22	5	40	42	6	22	28	46	29
27	16	38	38	25	6	41	24	34	17	18	30	43	0	36	13	21	43	5	40	1	11	22	47	16
5	32	19	7	5	15	47	6	18	44	24	49	14	36	0	24	3	36	4	32	31	28	14	42	1
39	13	15	33	2	31	39	33	16	45	47	1	41	13	24	0	12	44	33	40	22	47	41	40	13
33	32	29	47	48	47	42	8	12	47	20	37	22	21	3	12	0	1	17	33	48	24	1	19	37
34	7	2	2	5	4	39	36	44	9	47	9	5	43	36	44	1	0	20	48	9	19	19	10	30
8	24	12	40	47	28	23	26	1	1	47	35	40	5	4	33	17	20	0	20	31	41	2	35	33
7	6	42	41	32	28	42	1	45	18	23	47	42	40	32	40	33	48	20	0	2	18	23	18	46
5	49	24	24	38	0	43	2	1	22	29	5	6	1	31	22	48	9	31	2	0	32	29	6	3
9	4	39	25	1	21	38	27	26	3	20	44	22	11	28	47	24	19	41	18	32	0	1	36	5
3	16	25	40	47	37	33	1	39	6	20	27	28	22	14	41	1	19	2	23	29	1	0	42	8
22	9	13	11	22	28	35	4	47	32	45	0	46	47	42	40	19	10	35	18	6	36	42	0	44
44	10	4	33	46	32	28	10	1	36	8	46	29	16	1	13	37	30	33	46	3	5	8	44	0
