20
1	 4	 879	 909	 4	 52
2	 60	 405	 415	 32	 38
3	 8	 474	 478	 3	 86
4	 84	 703	 735	 53	 71
5	 75	 930	 982	 34	 53
6	 60	 280	 330	 1	 29
7	 40	 433	 517	 24	 25
8	 18	 892	 956	 7	 100
9	 31	 332	 364	 81	 95
10	 92	 739	 777	 3	 43
11	 52	 405	 463	 58	 70
12	 45	 338	 404	 18	 23
13	 17	 440	 442	 58	 75
14	 24	 612	 632	 67	 74
15	 72	 577	 589	 17	 69
16	 34	 399	 421	 3	 20
17	 16	 1009	 1079	 34	 40
18	 94	 353	 357	 35	 83
19	 42	 762	 790	 27	 32
20	 49	 264	 292	 85	 89
0	30	23	7	31	30	18	17	4	40	31	8	4	40	39	26	42	40	11	26
30	0	46	13	10	16	6	38	39	32	20	23	36	15	36	13	10	6	38	41
23	46	0	18	49	19	39	39	48	45	29	36	45	49	15	36	26	42	35	38
7	13	18	0	22	36	3	46	18	5	46	6	11	46	39	2	30	48	4	30
31	10	49	22	0	17	25	4	3	20	30	24	33	31	5	19	3	44	13	38
30	16	19	36	17	0	15	7	21	26	34	25	8	6	4	27	18	19	20	26
18	6	39	3	25	15	0	5	0	39	31	27	32	13	21	49	11	22	9	42
17	38	39	46	4	7	5	0	33	37	3	6	44	14	3	19	0	11	19	35
4	39	48	18	3	21	0	33	0	25	21	10	1	5	43	49	27	18	11	25
40	32	45	5	20	26	39	37	25	0	38	8	2	26	0	36	28	29	36	0
31	20	29	46	30	34	31	3	21	38	0	2	24	33	6	0	14	22	47	46
8	23	36	6	24	25	27	6	10	8	2	0	48	38	42	2	28	17	4	8
4	36	45	11	33	8	32	44	1	2	24	48	0	47	30	49	46	2	44	47
40	15	49	46	31	6	13	14	5	26	33	38	47	0	44	26	36	14	47	0
39	36	15	39	5	4	21	3	43	0	6	42	30	44	0	9	43	38	3	21
26	13	36	2	19	27	49	19	49	36	0	2	49	26	9	0	45	16	47	24
42	10	26	30	3	18	11	0	27	28	14	28	46	36	43	45	0	39	20	28
40	6	42	48	44	19	22	11	18	29	22	17	2	14	38	16	39	0	11	24
11	38	35	4	13	20	9	19	11	36	47	4	44	47	3	47	20	11	0	32
26	41	38	30	38	26	42	35	25	0	46	8	47	0	21	24	28	24	32	0
