25
1	 8	 768	 844	 17	 23
2	 71	 1119	 1173	 24	 94
3	 20	 1003	 1033	 44	 51
4	 72	 576	 590	 31	 57
5	 10	 929	 973	 51	 79
6	 23	 394	 456	 24	 36
7	 82	 459	 469	 29	 92
8	 20	 940	 988	 52	 57
9	 81	 597	 679	 31	 34
10	 11	 930	 984	 2	 56
11	 14	 795	 877	 16	 21
12	 57	 842	 858	 3	 28
13	 51	 327	 335	 5	 26
14	 20	 669	 715	 2	 46
15	 30	 1124	 1180	 23	 40
16	 21	 824	 854	 11	 57
17	 22	 833	 879	 42	 53
18	 84	 1106	 1134	 19	 56
19	 36	 793	 833	 3	 21
20	 46	 384	 438	 34	 96
21	 85	 885	 905	 7	 76
22	 35	 1001	 1003	 56	 97
23	 64	 409	 425	 66	 91
24	 56	 931	 963	 63	 97
25	 78	 989	 1073	 17	 25
0	23	4	0	24	23	4	9	36	31	49	38	45	6	5	2	12	17	7	10	21	21	24	45	13
23	0	49	36	32	37	49	29	17	22	49	33	39	13	35	14	49	9	25	10	22	45	10	3	35
4	49	0	39	21	10	7	27	4	38	16	37	19	18	0	3	42	38	1	14	48	4	19	29	17
0	36	39	0	47	27	10	16	11	19	11	11	33	4	5	30	0	20	43	9	22	2	0	30	30
24	32	21	47	0	11	25	39	40	27	17	45	49	16	15	48	1	39	14	33	36	40	41	16	0
23	37	10	27	11	0	1	8	40	9	3	31	3	44	17	38	3	11	32	28	30	4	9	45	31
4	49	7	10	25	1	0	46	9	9	24	19	28	45	32	4	5	15	6	24	38	15	22	13	31
9	29	27	16	39	8	46	0	24	9	14	10	11	43	26	9	33	31	48	23	28	13	35	49	35
36	17	4	11	40	40	9	24	0	32	39	38	45	49	5	5	11	1	19	0	27	10	46	39	32
31	22	38	19	27	9	9	9	32	0	27	23	35	14	11	3	46	22	48	30	17	4	48	3	40
49	49	16	11	17	3	24	14	39	27	0	40	39	28	0	9	10	26	8	10	8	5	7	3	17
38	33	37	11	45	31	19	10	38	23	40	0	17	34	33	33	3	28	42	34	6	47	17	23	7
45	39	19	33	49	3	28	11	45	35	39	17	0	14	47	41	1	47	10	5	12	4	13	13	8
6	13	18	4	16	44	45	43	49	14	28	34	14	0	46	43	29	32	3	31	46	49	43	5	3
5	35	0	5	15	17	32	26	5	11	0	33	47	46	0	16	20	6	17	48	15	5	28	20	36
2	14	3	30	48	38	4	9	5	3	9	33	41	43	16	0	1	17	8	30	14	26	30	11	3
12	49	42	0	1	3	5	33	11	46	10	3	1	29	20	1	0	28	38	28	44	6	22	8	24
17	9	38	20	39	11	15	31	1	22	26	28	47	32	6	17	28	0	21	32	29	3	42	28	25
7	25	1	43	14	32	6	48	19	48	8	42	10	3	17	8	38	21	0	39	28	1	2	18	46
10	10	14	9	33	28	24	23	0	30	10	34	5	31	48	30	28	32	39	0	37	13	18	2	38
21	22	48	22	36	30	38	28	27	17	8	6	12	46	15	14	44	29	28	37	0	7	31	8	49
21	45	4	2	40	4	15	13	10	4	5	47	4	49	5	26	6	3	1	13	7	0	3	18	33
24	10	19	0	41	9	22	35	46	48	7	17	13	43	28	30	22	42	2	18	31	3	0	47	19
45	3	29	30	16	45	13	49	39	3	3	23	13	5	20	11	8	28	18	2	8	18	47	0	10
13	35	17	30	0	31	31	35	32	40	17	7	8	3	36	3	24	25	46	38	49	33	19	10	0
