20
1	 5	 580	 674	 51	 78
2	 63	 218	 238	 14	 32
3	 40	 587	 613	 0	 26
4	 72	 638	 658	 7	 27
5	 73	 188	 200	 38	 80
6	 26	 730	 824	 37	 96
7	 96	 127	 145	 14	 38
8	 51	 290	 312	 5	 32
9	 28	 346	 422	 9	 64
10	 87	 957	 1057	 19	 22
11	 24	 334	 342	 57	 84
12	 85	 946	 1008	 41	 75
13	 26	 360	 456	 70	 87
14	 12	 698	 766	 16	 41
15	 55	 268	 306	 19	 38
16	 2	 826	 852	 24	 30
17	 28	 173	 251	 28	 41
18	 52	 1035	 1081	 21	 78
19	 87	 270	 342	 7	 28
20	 96	 254	 342	 21	 34
0	1	22	30	4	11	6	30	15	4	21	36	28	27	8	42	25	9	49	12
1	0	19	39	27	47	47	16	29	41	17	46	16	13	49	20	47	26	37	1
22	19	0	40	5	21	6	1	8	20	11	22	5	15	23	46	2	13	1	7
30	39	40	0	32	12	19	10	2	21	12	5	39	36	23	27	34	29	45	27
4	27	5	32	0	39	2	26	40	37	22	16	48	17	14	1	21	45	44	6
11	47	21	12	39	0	32	1	45	18	28	24	5	24	25	3	33	9	40	29
6	47	6	19	2	32	0	25	7	8	19	20	21	35	42	48	1	3	23	10
30	16	1	10	26	1	25	0	37	9	16	0	19	22	5	16	39	24	47	46
15	29	8	2	40	45	7	37	0	41	19	3	34	49	44	5	42	13	8	14
4	41	20	21	37	18	8	9	41	0	15	6	46	49	0	6	38	22	34	4
21	17	11	12	22	28	19	16	19	15	0	48	6	26	29	37	38	0	27	4
36	46	22	5	16	24	20	0	3	6	48	0	44	16	14	16	10	0	21	48
28	16	5	39	48	5	21	19	34	46	6	44	0	34	28	17	40	40	39	4
27	13	15	36	17	24	35	22	49	49	26	16	34	0	8	6	34	22	1	10
8	49	23	23	14	25	42	5	44	0	29	14	28	8	0	49	31	0	13	29
42	20	46	27	1	3	48	16	5	6	37	16	17	6	49	0	2	31	18	3
25	47	2	34	21	33	1	39	42	38	38	10	40	34	31	2	0	3	5	12
9	26	13	29	45	9	3	24	13	22	0	0	40	22	0	31	3	0	14	2
49	37	1	45	44	40	23	47	8	34	27	21	39	1	13	18	5	14	0	2
12	1	7	27	6	29	10	46	14	4	4	48	4	10	29	3	12	2	2	0
