25
1	 8	 1144	 1224	 4	 59
2	 38	 1151	 1169	 47	 58
3	 6	 909	 1005	 6	 23
4	 44	 1416	 1454	 3	 32
5	 83	 1112	 1160	 6	 34
6	 63	 660	 684	 47	 62
7	 6	 793	 843	 10	 44
8	 47	 1171	 1201	 9	 30
9	 67	 488	 518	 3	 50
10	 65	 1406	 1414	 20	 77
11	 87	 607	 653	 57	 81
12	 55	 896	 930	 18	 34
13	 71	 1206	 1288	 39	 55
14	 17	 1103	 1147	 21	 73
15	 70	 1431	 1505	 3	 43
16	 35	 840	 852	 66	 77
17	 10	 964	 976	 3	 46
18	 61	 748	 750	 37	 46
19	 91	 1208	 1212	 85	 86
20	 25	 706	 720	 24	 37
21	 64	 748	 760	 9	 52
22	 77	 900	 912	 12	 22
23	 68	 557	 589	 12	 36
24	 83	 730	 798	 1	 38
25	 3	 809	 875	 1	 62
0	38	39	2	39	10	13	24	32	11	33	49	13	10	15	32	3	23	34	33	25	36	15	45	4
38	0	17	22	11	5	8	36	1	38	32	28	7	16	3	32	20	5	38	47	32	7	1	44	43
39	17	0	35	18	23	4	17	11	12	21	12	13	17	25	41	18	2	23	23	19	10	39	0	49
2	22	35	0	37	39	36	22	2	0	3	19	9	32	3	5	7	6	0	27	36	41	39	27	21
39	11	18	37	0	27	45	47	10	18	12	23	12	42	43	7	13	36	48	13	45	0	8	36	49
10	5	23	39	27	0	13	18	47	19	17	49	3	4	45	14	34	5	9	28	1	45	0	16	31
13	8	4	36	45	13	0	16	16	21	23	4	41	19	45	1	30	4	0	45	17	33	43	31	1
24	36	17	22	47	18	16	0	1	2	43	6	12	21	29	49	16	44	3	0	11	45	15	11	48
32	1	11	2	10	47	16	1	0	4	6	9	8	14	1	13	28	44	47	9	16	10	32	39	7
11	38	12	0	18	19	21	2	4	0	6	12	9	33	16	47	34	47	41	33	18	16	3	18	3
33	32	21	3	12	17	23	43	6	6	0	3	8	34	18	27	24	0	42	42	6	44	15	14	16
49	28	12	19	23	49	4	6	9	12	3	0	5	9	39	31	1	24	11	25	26	42	6	27	27
13	7	13	9	12	3	41	12	8	9	8	5	0	2	34	43	10	42	48	24	49	6	30	8	4
10	16	17	32	42	4	19	21	14	33	34	9	2	0	24	7	37	42	3	1	30	17	46	8	44
15	3	25	3	43	45	45	29	1	16	18	39	34	24	0	6	2	13	31	36	3	35	36	48	4
32	32	41	5	7	14	1	49	13	47	27	31	43	7	6	0	6	32	12	2	42	33	49	37	30
3	20	18	7	13	34	30	16	28	34	24	1	10	37	2	6	0	19	3	30	8	38	6	45	49
23	5	2	6	36	5	4	44	44	47	0	24	42	42	13	32	19	0	15	0	5	9	17	23	4
34	38	23	0	48	9	0	3	47	41	42	11	48	3	31	12	3	15	0	46	46	31	10	18	48
33	47	23	27	13	28	45	0	9	33	42	25	24	1	36	2	30	0	46	0	6	22	31	8	12
25	32	19	36	45	1	17	11	16	18	6	26	49	30	3	42	8	5	46	6	0	13	39	26	2
36	7	10	41	0	45	33	45	10	16	44	42	6	17	35	33	38	9	31	22	13	0	6	38	17
15	1	39	39	8	0	43	15	32	3	15	6	30	46	36	49	6	17	10	31	39	6	0	44	35
45	44	0	27	36	16	31	11	39	18	14	27	8	8	48	37	45	23	18	8	26	38	44	0	4
4	43	49	21	49	31	1	48	7	3	16	27	4	44	4	30	49	4	48	12	2	17	35	4	0
