20
1	 5	 938	 966	 88	 91
2	 98	 822	 838	 15	 55
3	 47	 365	 393	 54	 83
4	 83	 767	 777	 10	 68
5	 69	 64	 148	 24	 41
6	 36	 448	 514	 40	 74
7	 65	 486	 562	 48	 86
8	 52	 185	 225	 18	 25
9	 49	 394	 402	 0	 97
10	 24	 561	 587	 14	 55
11	 30	 159	 191	 23	 67
12	 100	 80	 158	 70	 71
13	 42	 107	 167	 55	 70
14	 91	 779	 783	 5	 80
15	 7	 350	 420	 37	 46
16	 40	 717	 779	 11	 63
17	 23	 256	 282	 18	 22
18	 94	 495	 519	 1	 55
19	 9	 1056	 1138	 13	 22
20	 14	 636	 698	 68	 97
0	2	7	47	19	49	15	45	11	20	5	46	33	17	18	23	16	0	26	35
2	0	10	23	19	24	14	47	29	20	36	4	22	47	29	39	42	43	3	19
7	10	0	27	1	33	34	28	1	13	44	29	7	11	20	9	34	39	7	17
47	23	27	0	8	36	46	25	10	30	33	23	9	7	5	12	18	7	46	31
19	19	1	8	0	21	44	34	15	16	20	5	5	40	21	18	49	34	47	17
49	24	33	36	21	0	21	17	16	26	49	14	36	2	2	29	11	5	2	12
15	14	34	46	44	21	0	42	27	44	39	36	25	23	4	8	8	26	37	28
45	47	28	25	34	17	42	0	19	3	42	0	26	49	10	37	38	0	17	41
11	29	1	10	15	16	27	19	0	41	5	16	8	49	40	29	31	8	29	44
20	20	13	30	16	26	44	3	41	0	29	39	15	2	28	0	3	18	35	32
5	36	44	33	20	49	39	42	5	29	0	2	33	9	47	17	0	49	20	0
46	4	29	23	5	14	36	0	16	39	2	0	16	44	30	26	19	17	14	26
33	22	7	9	5	36	25	26	8	15	33	16	0	35	3	8	2	15	8	19
17	47	11	7	40	2	23	49	49	2	9	44	35	0	2	44	9	0	4	10
18	29	20	5	21	2	4	10	40	28	47	30	3	2	0	22	18	45	46	41
23	39	9	12	18	29	8	37	29	0	17	26	8	44	22	0	17	5	15	21
16	42	34	18	49	11	8	38	31	3	0	19	2	9	18	17	0	15	4	16
0	43	39	7	34	5	26	0	8	18	49	17	15	0	45	5	15	0	20	14
26	3	7	46	47	2	37	17	29	35	20	14	8	4	46	15	4	20	0	22
35	19	17	31	17	12	28	41	44	32	0	26	19	10	41	21	16	14	22	0
