25
1	 9	 605	 631	 25	 27
2	 15	 907	 943	 58	 88
3	 17	 628	 668	 75	 82
4	 74	 817	 833	 55	 56
5	 13	 886	 940	 78	 83
6	 94	 425	 459	 25	 79
7	 47	 227	 253	 24	 69
8	 18	 337	 359	 18	 88
9	 65	 1047	 1101	 9	 81
10	 7	 1038	 1066	 18	 83
11	 81	 1128	 1200	 15	 97
12	 89	 1133	 1191	 53	 58
13	 77	 1211	 1239	 55	 72
14	 46	 416	 492	 10	 43
15	 48	 554	 600	 69	 92
16	 64	 268	 300	 58	 62
17	 19	 547	 575	 74	 95
18	 76	 265	 295	 52	 65
19	 20	 648	 658	 63	 67
20	 6	 1082	 1156	 20	 34
21	 68	 794	 822	 39	 82
22	 22	 1096	 1136	 2	 20
23	 22	 1123	 1181	 38	 72
24	 16	 351	 411	 29	 46
25	 25	 215	 273	 45	 46
0	8	47	10	7	28	35	3	38	47	6	43	33	46	37	11	20	33	21	5	24	14	38	15	17
8	0	1	18	35	34	18	35	36	5	16	5	49	20	19	33	3	6	33	30	33	25	6	4	25
47	1	0	5	6	7	46	6	33	37	9	49	11	47	28	49	49	17	38	41	47	40	4	6	21
10	18	5	0	25	14	31	11	44	39	11	13	23	5	30	45	15	12	28	41	8	34	13	36	4
7	35	6	25	0	4	37	40	23	10	5	24	1	8	45	29	12	31	16	22	20	39	34	21	37
28	34	7	14	4	0	29	41	34	32	47	15	4	25	8	1	23	11	47	48	45	44	0	2	8
35	18	46	31	37	29	0	21	23	7	0	10	3	5	18	10	36	49	9	48	9	12	42	15	7
3	35	6	11	40	41	21	0	36	36	35	14	9	1	14	12	41	18	8	10	19	31	43	36	21
38	36	33	44	23	34	23	36	0	11	34	46	42	47	31	8	44	21	29	0	31	26	23	17	9
47	5	37	39	10	32	7	36	11	0	7	29	23	31	7	7	18	33	47	1	4	23	33	47	2
6	16	9	11	5	47	0	35	34	7	0	0	47	1	1	37	24	4	2	21	44	35	41	32	21
43	5	49	13	24	15	10	14	46	29	0	0	27	1	48	26	49	7	8	3	33	5	36	8	34
33	49	11	23	1	4	3	9	42	23	47	27	0	45	8	38	15	46	6	11	31	49	31	4	39
46	20	47	5	8	25	5	1	47	31	1	1	45	0	8	11	24	46	16	1	29	0	9	12	36
37	19	28	30	45	8	18	14	31	7	1	48	8	8	0	11	40	31	4	2	29	26	28	28	29
11	33	49	45	29	1	10	12	8	7	37	26	38	11	11	0	49	44	18	46	6	21	5	13	5
20	3	49	15	12	23	36	41	44	18	24	49	15	24	40	49	0	2	4	40	27	8	17	8	44
33	6	17	12	31	11	49	18	21	33	4	7	46	46	31	44	2	0	9	42	2	38	44	46	44
21	33	38	28	16	47	9	8	29	47	2	8	6	16	4	18	4	9	0	13	25	5	3	7	43
5	30	41	41	22	48	48	10	0	1	21	3	11	1	2	46	40	42	13	0	25	9	23	40	45
24	33	47	8	20	45	9	19	31	4	44	33	31	29	29	6	27	2	25	25	0	41	23	28	12
14	25	40	34	39	44	12	31	26	23	35	5	49	0	26	21	8	38	5	9	41	0	43	12	14
38	6	4	13	34	0	42	43	23	33	41	36	31	9	28	5	17	44	3	23	23	43	0	20	2
15	4	6	36	21	2	15	36	17	47	32	8	4	12	28	13	8	46	7	40	28	12	20	0	40
17	25	21	4	37	8	7	21	9	2	21	34	39	36	29	5	44	44	43	45	12	14	2	40	0
