25
1	 9	 523	 603	 28	 83
2	 31	 277	 311	 37	 78
3	 74	 1446	 1520	 27	 62
4	 82	 796	 848	 29	 58
5	 2	 996	 1032	 49	 59
6	 82	 1099	 1187	 81	 84
7	 93	 463	 539	 0	 50
8	 10	 1290	 1326	 17	 30
9	 3	 939	 991	 61	 88
10	 56	 1194	 1226	 1	 50
11	 41	 1310	 1332	 36	 70
12	 77	 967	 971	 62	 99
13	 54	 1093	 1131	 62	 65
14	 65	 783	 839	 74	 87
15	 36	 1030	 1032	 50	 52
16	 50	 162	 200	 38	 53
17	 28	 1312	 1354	 3	 47
18	 97	 493	 501	 9	 58
19	 6	 1019	 1095	 21	 66
20	 65	 170	 182	 6	 42
21	 31	 168	 192	 6	 27
22	 40	 1046	 1052	 1	 86
23	 67	 570	 608	 7	 40
24	 10	 220	 288	 70	 83
25	 48	 673	 757	 26	 73
0	41	21	5	18	0	34	12	40	3	29	1	34	2	26	25	24	4	8	39	5	33	34	5	38
41	0	47	49	1	1	40	22	33	43	1	42	44	14	24	31	41	6	1	1	5	27	14	22	37
21	47	0	13	5	47	44	32	40	27	15	43	11	23	4	42	13	45	29	20	35	6	11	41	25
5	49	13	0	16	25	31	15	12	13	20	1	15	9	18	45	4	0	44	20	13	22	10	6	42
18	1	5	16	0	41	15	39	23	11	31	0	23	42	36	41	24	39	39	20	26	38	9	5	2
0	1	47	25	41	0	42	6	6	22	24	24	11	14	2	44	2	1	20	25	21	3	12	11	25
34	40	44	31	15	42	0	4	45	28	32	35	45	5	11	3	38	17	19	8	16	16	1	43	7
12	22	32	15	39	6	4	0	6	16	1	5	42	9	21	26	13	24	30	2	9	34	0	42	6
40	33	40	12	23	6	45	6	0	44	13	3	40	43	10	18	4	24	3	32	25	43	12	1	19
3	43	27	13	11	22	28	16	44	0	45	40	30	43	48	8	37	8	48	2	22	38	41	42	30
29	1	15	20	31	24	32	1	13	45	0	25	34	16	25	24	27	27	17	34	10	6	39	36	5
1	42	43	1	0	24	35	5	3	40	25	0	14	27	20	46	45	25	29	8	33	6	38	48	43
34	44	11	15	23	11	45	42	40	30	34	14	0	40	3	43	26	3	18	31	1	18	34	23	19
2	14	23	9	42	14	5	9	43	43	16	27	40	0	1	35	27	16	24	14	19	37	8	45	13
26	24	4	18	36	2	11	21	10	48	25	20	3	1	0	40	28	45	4	24	18	1	19	45	32
25	31	42	45	41	44	3	26	18	8	24	46	43	35	40	0	16	6	44	11	40	21	38	27	37
24	41	13	4	24	2	38	13	4	37	27	45	26	27	28	16	0	23	41	21	39	14	7	12	8
4	6	45	0	39	1	17	24	24	8	27	25	3	16	45	6	23	0	12	27	42	36	31	41	35
8	1	29	44	39	20	19	30	3	48	17	29	18	24	4	44	41	12	0	37	10	29	48	33	35
39	1	20	20	20	25	8	2	32	2	34	8	31	14	24	11	21	27	37	0	17	24	2	45	12
5	5	35	13	26	21	16	9	25	22	10	33	1	19	18	40	39	42	10	17	0	0	37	16	9
33	27	6	22	38	3	16	34	43	38	6	6	18	37	1	21	14	36	29	24	0	0	8	49	6
34	14	11	10	9	12	1	0	12	41	39	38	34	8	19	38	7	31	48	2	37	8	0	23	49
5	22	41	6	5	11	43	42	1	42	36	48	23	45	45	27	12	41	33	45	16	49	23	0	8
38	37	25	42	2	25	7	6	19	30	5	43	19	13	32	37	8	35	35	12	9	6	49	8	0
