25
1	 10	 92	 128	 19	 45
2	 8	 867	 921	 0	 24
3	 73	 915	 949	 56	 70
4	 17	 793	 863	 65	 86
5	 19	 403	 463	 4	 21
6	 56	 953	 1001	 33	 63
7	 15	 648	 714	 26	 55
8	 76	 632	 684	 5	 21
9	 29	 461	 521	 10	 80
10	 24	 597	 609	 27	 77
11	 55	 249	 305	 62	 64
12	 95	 489	 555	 9	 52
13	 9	 725	 793	 19	 29
14	 13	 883	 891	 79	 81
15	 12	 675	 719	 31	 33
16	 23	 555	 583	 5	 46
17	 21	 570	 588	 22	 63
18	 70	 106	 166	 19	 62
19	 65	 16	 64	 51	 81
20	 17	 62	 122	 20	 50
21	 14	 663	 683	 45	 98
22	 16	 858	 916	 29	 65
23	 8	 44	 114	 20	 41
24	 77	 191	 221	 38	 98
25	 74	 593	 605	 4	 41
0	9	10	48	0	0	23	42	45	43	19	47	31	17	6	44	37	7	32	0	19	39	2	33	32
9	0	26	31	37	36	40	17	9	1	39	34	35	6	10	11	9	10	7	49	16	3	30	13	5
10	26	0	39	43	22	9	18	5	8	30	47	40	13	4	48	2	9	12	4	1	18	12	6	32
48	31	39	0	16	4	20	13	38	20	37	2	31	20	8	7	1	28	3	31	4	34	4	43	39
0	37	43	16	0	27	38	29	16	8	39	34	19	0	35	31	24	14	41	3	23	42	4	32	46
0	36	22	4	27	0	8	10	35	3	22	43	4	8	31	49	0	34	30	2	4	36	34	48	16
23	40	9	20	38	8	0	3	9	23	28	39	10	17	5	49	1	45	33	11	7	2	3	39	22
42	17	18	13	29	10	3	0	13	39	2	36	24	38	11	15	3	3	49	31	16	5	14	22	27
45	9	5	38	16	35	9	13	0	42	24	25	39	23	43	33	34	34	48	5	30	10	0	12	3
43	1	8	20	8	3	23	39	42	0	18	11	27	22	49	0	3	9	7	0	40	26	43	22	44
19	39	30	37	39	22	28	2	24	18	0	25	16	10	46	43	3	13	35	42	16	11	15	30	25
47	34	47	2	34	43	39	36	25	11	25	0	0	29	21	19	30	45	31	36	0	48	0	20	32
31	35	40	31	19	4	10	24	39	27	16	0	0	11	32	48	15	15	5	4	48	36	8	33	39
17	6	13	20	0	8	17	38	23	22	10	29	11	0	2	11	23	13	46	43	12	6	19	10	48
6	10	4	8	35	31	5	11	43	49	46	21	32	2	0	6	33	15	4	7	5	9	1	33	31
44	11	48	7	31	49	49	15	33	0	43	19	48	11	6	0	41	4	2	16	11	27	38	14	5
37	9	2	1	24	0	1	3	34	3	3	30	15	23	33	41	0	40	14	0	22	37	12	28	11
7	10	9	28	14	34	45	3	34	9	13	45	15	13	15	4	40	0	22	45	7	15	43	6	10
32	7	12	3	41	30	33	49	48	7	35	31	5	46	4	2	14	22	0	40	27	38	0	10	25
0	49	4	31	3	2	11	31	5	0	42	36	4	43	7	16	0	45	40	0	4	44	30	6	6
19	16	1	4	23	4	7	16	30	40	16	0	48	12	5	11	22	7	27	4	0	4	7	37	2
39	3	18	34	42	36	2	5	10	26	11	48	36	6	9	27	37	15	38	44	4	0	47	16	14
2	30	12	4	4	34	3	14	0	43	15	0	8	19	1	38	12	43	0	30	7	47	0	28	31
33	13	6	43	32	48	39	22	12	22	30	20	33	10	33	14	28	6	10	6	37	16	28	0	31
32	5	32	39	46	16	22	27	3	44	25	32	39	48	31	5	11	10	25	6	2	14	31	31	0
