20
1	 3	 1022	 1120	 8	 76
2	 55	 1404	 1446	 42	 90
3	 33	 977	 1011	 8	 95
4	 73	 762	 780	 13	 72
5	 27	 898	 920	 57	 98
6	 59	 857	 863	 22	 67
7	 46	 655	 729	 1	 26
8	 86	 531	 627	 14	 62
9	 45	 587	 621	 50	 51
10	 54	 510	 552	 57	 62
11	 50	 677	 681	 60	 78
12	 9	 471	 539	 5	 34
13	 91	 449	 457	 1	 27
14	 68	 495	 573	 6	 72
15	 75	 416	 486	 21	 68
16	 43	 863	 867	 16	 37
17	 79	 1328	 1424	 24	 85
18	 74	 492	 568	 1	 49
19	 66	 1384	 1410	 59	 89
20	 28	 995	 1001	 49	 53
0	42	32	7	25	16	39	34	49	12	13	11	13	39	43	38	12	45	47	13
42	0	36	46	11	13	25	30	9	48	2	11	6	3	26	41	13	7	44	34
32	36	0	7	44	49	41	2	36	26	48	18	9	2	10	46	5	11	41	8
7	46	7	0	28	18	17	11	49	20	9	38	12	48	42	8	42	11	47	7
25	11	44	28	0	21	7	40	31	25	16	8	40	49	39	16	6	22	6	27
16	13	49	18	21	0	8	40	2	14	1	3	5	40	8	2	5	27	35	18
39	25	41	17	7	8	0	24	27	22	8	45	21	9	17	37	9	5	11	25
34	30	2	11	40	40	24	0	19	35	44	32	13	6	37	8	3	19	8	31
49	9	36	49	31	2	27	19	0	36	16	16	5	33	0	13	21	9	3	40
12	48	26	20	25	14	22	35	36	0	32	10	2	44	35	49	11	8	36	27
13	2	48	9	16	1	8	44	16	32	0	47	38	12	46	27	1	31	17	8
11	11	18	38	8	3	45	32	16	10	47	0	39	31	39	18	26	14	28	36
13	6	9	12	40	5	21	13	5	2	38	39	0	37	20	1	21	12	11	6
39	3	2	48	49	40	9	6	33	44	12	31	37	0	3	44	10	13	11	13
43	26	10	42	39	8	17	37	0	35	46	39	20	3	0	2	16	48	35	24
38	41	46	8	16	2	37	8	13	49	27	18	1	44	2	0	38	4	23	37
12	13	5	42	6	5	9	3	21	11	1	26	21	10	16	38	0	31	3	10
45	7	11	11	22	27	5	19	9	8	31	14	12	13	48	4	31	0	3	27
47	44	41	47	6	35	11	8	3	36	17	28	11	11	35	23	3	3	0	6
13	34	8	7	27	18	25	31	40	27	8	36	6	13	24	37	10	27	6	0
