20
1	 3	 757	 769	 37	 74
2	 91	 464	 474	 26	 40
3	 2	 791	 887	 7	 77
4	 85	 840	 854	 55	 61
5	 79	 1021	 1093	 27	 41
6	 36	 914	 990	 11	 36
7	 91	 1074	 1126	 8	 46
8	 100	 575	 627	 16	 45
9	 36	 698	 786	 3	 23
10	 62	 1185	 1213	 47	 99
11	 63	 390	 444	 9	 43
12	 67	 486	 490	 34	 62
13	 54	 891	 897	 39	 99
14	 62	 1068	 1116	 4	 83
15	 4	 329	 333	 16	 81
16	 44	 1423	 1517	 36	 39
17	 12	 1127	 1169	 8	 38
18	 44	 394	 452	 27	 56
19	 59	 1104	 1158	 3	 37
20	 31	 590	 670	 40	 56
0	25	6	2	22	2	38	28	1	18	0	32	14	45	32	2	16	3	47	47
25	0	21	18	19	4	9	26	26	13	6	33	7	49	14	12	1	1	38	38
6	21	0	28	16	37	35	20	47	18	36	7	8	11	45	49	3	37	13	49
2	18	28	0	3	11	32	39	40	49	10	4	19	33	45	11	44	36	39	47
22	19	16	3	0	9	16	14	22	29	18	9	29	1	5	9	12	10	3	12
2	4	37	11	9	0	44	42	30	13	1	5	44	2	30	0	47	25	47	26
38	9	35	32	16	44	0	0	11	1	1	48	3	40	30	1	31	46	38	49
28	26	20	39	14	42	0	0	48	11	16	9	3	29	0	3	6	6	45	14
1	26	47	40	22	30	11	48	0	18	5	43	41	26	44	15	39	5	26	47
18	13	18	49	29	13	1	11	18	0	29	25	6	21	18	29	27	49	19	34
0	6	36	10	18	1	1	16	5	29	0	20	44	2	0	34	7	15	23	13
32	33	7	4	9	5	48	9	43	25	20	0	33	43	34	47	0	24	31	10
14	7	8	19	29	44	3	3	41	6	44	33	0	35	30	26	0	38	30	44
45	49	11	33	1	2	40	29	26	21	2	43	35	0	39	49	35	14	12	45
32	14	45	45	5	30	30	0	44	18	0	34	30	39	0	46	49	16	49	0
2	12	49	11	9	0	1	3	15	29	34	47	26	49	46	0	41	28	38	0
16	1	3	44	12	47	31	6	39	27	7	0	0	35	49	41	0	1	10	35
3	1	37	36	10	25	46	6	5	49	15	24	38	14	16	28	1	0	24	11
47	38	13	39	3	47	38	45	26	19	23	31	30	12	49	38	10	24	0	6
47	38	49	47	12	26	49	14	47	34	13	10	44	45	0	0	35	11	6	0
