20
1	 5	 740	 742	 20	 80
2	 27	 847	 893	 21	 81
3	 43	 594	 652	 0	 45
4	 60	 456	 542	 20	 38
5	 22	 301	 381	 31	 79
6	 49	 568	 616	 9	 24
7	 24	 638	 672	 10	 40
8	 64	 764	 820	 1	 27
9	 36	 765	 809	 23	 33
10	 80	 583	 593	 30	 88
11	 11	 452	 480	 9	 38
12	 27	 748	 792	 42	 48
13	 34	 780	 844	 45	 96
14	 90	 740	 824	 5	 30
15	 27	 277	 367	 15	 25
16	 28	 325	 335	 9	 28
17	 95	 597	 649	 21	 29
18	 81	 326	 380	 75	 94
19	 94	 492	 532	 44	 80
20	 21	 523	 537	 3	 31
0	17	48	21	7	39	7	35	14	48	47	14	13	21	19	28	21	37	49	28
17	0	48	17	33	5	13	20	12	26	13	24	28	16	10	49	46	17	43	47
48	48	0	19	19	18	48	32	46	41	23	32	6	6	38	43	4	37	29	3
21	17	19	0	6	19	5	32	11	41	11	38	32	1	19	23	46	4	2	37
7	33	19	6	0	1	6	2	49	48	21	29	9	16	48	22	16	7	11	36
39	5	18	19	1	0	45	14	3	19	29	36	16	49	3	4	41	47	28	21
7	13	48	5	6	45	0	49	24	29	26	17	39	3	29	19	29	12	46	0
35	20	32	32	2	14	49	0	8	33	43	23	30	13	6	7	21	1	9	26
14	12	46	11	49	3	24	8	0	10	30	25	34	6	0	3	23	4	49	8
48	26	41	41	48	19	29	33	10	0	19	41	28	23	17	26	8	45	0	46
47	13	23	11	21	29	26	43	30	19	0	25	14	36	26	30	32	15	8	49
14	24	32	38	29	36	17	23	25	41	25	0	1	18	19	37	36	40	18	24
13	28	6	32	9	16	39	30	34	28	14	1	0	37	19	6	10	0	20	16
21	16	6	1	16	49	3	13	6	23	36	18	37	0	8	1	9	20	0	41
19	10	38	19	48	3	29	6	0	17	26	19	19	8	0	6	34	31	49	17
28	49	43	23	22	4	19	7	3	26	30	37	6	1	6	0	13	7	3	26
21	46	4	46	16	41	29	21	23	8	32	36	10	9	34	13	0	33	47	23
37	17	37	4	7	47	12	1	4	45	15	40	0	20	31	7	33	0	6	32
49	43	29	2	11	28	46	9	49	0	8	18	20	0	49	3	47	6	0	16
28	47	3	37	36	21	0	26	8	46	49	24	16	41	17	26	23	32	16	0
