20
1	 3	 801	 865	 15	 24
2	 9	 1105	 1145	 17	 72
3	 87	 1191	 1197	 11	 20
4	 64	 695	 723	 57	 93
5	 39	 969	 1045	 34	 68
6	 100	 1144	 1190	 30	 44
7	 80	 569	 593	 0	 21
8	 23	 989	 1095	 1	 99
9	 6	 537	 563	 15	 38
10	 86	 1357	 1413	 3	 39
11	 66	 949	 1005	 24	 40
12	 67	 525	 565	 23	 95
13	 49	 637	 721	 3	 48
14	 94	 1314	 1372	 14	 50
15	 87	 544	 618	 38	 84
16	 26	 682	 706	 26	 42
17	 76	 971	 1041	 84	 98
18	 31	 896	 924	 40	 100
19	 77	 694	 782	 10	 46
20	 1	 523	 623	 9	 85
0	18	0	1	7	9	19	41	47	38	5	48	15	9	41	11	47	16	42	32
18	0	31	38	25	27	15	39	20	30	18	22	41	38	16	32	36	2	13	25
0	31	0	11	17	23	5	22	39	15	15	3	46	8	8	10	28	24	13	6
1	38	11	0	16	30	12	4	35	0	1	15	22	15	8	12	34	10	40	2
7	25	17	16	0	36	10	38	43	14	29	3	11	4	17	0	31	42	33	1
9	27	23	30	36	0	27	30	37	7	30	24	45	4	46	22	20	32	41	34
19	15	5	12	10	27	0	33	30	47	43	35	23	46	23	17	6	42	19	34
41	39	22	4	38	30	33	0	2	25	7	39	24	8	40	4	2	32	25	29
47	20	39	35	43	37	30	2	0	22	34	47	10	39	6	8	41	25	13	5
38	30	15	0	14	7	47	25	22	0	14	45	4	3	30	13	44	38	37	16
5	18	15	1	29	30	43	7	34	14	0	7	2	4	37	17	39	5	39	45
48	22	3	15	3	24	35	39	47	45	7	0	0	12	21	48	13	11	25	25
15	41	46	22	11	45	23	24	10	4	2	0	0	12	8	29	2	10	28	6
9	38	8	15	4	4	46	8	39	3	4	12	12	0	0	39	11	34	37	2
41	16	8	8	17	46	23	40	6	30	37	21	8	0	0	2	42	45	9	5
11	32	10	12	0	22	17	4	8	13	17	48	29	39	2	0	2	5	22	22
47	36	28	34	31	20	6	2	41	44	39	13	2	11	42	2	0	6	34	5
16	2	24	10	42	32	42	32	25	38	5	11	10	34	45	5	6	0	38	39
42	13	13	40	33	41	19	25	13	37	39	25	28	37	9	22	34	38	0	48
32	25	6	2	1	34	34	29	5	16	45	25	6	2	5	22	5	39	48	0
