25
1	 7	 1068	 1086	 8	 83
2	 33	 429	 443	 45	 60
3	 39	 881	 895	 10	 54
4	 26	 940	 980	 4	 50
5	 29	 396	 456	 21	 57
6	 17	 598	 650	 49	 91
7	 21	 1044	 1064	 3	 25
8	 63	 769	 813	 29	 92
9	 6	 1041	 1093	 64	 91
10	 70	 998	 1002	 15	 35
11	 1	 1015	 1021	 33	 37
12	 20	 882	 892	 29	 85
13	 92	 788	 820	 11	 23
14	 26	 396	 442	 12	 92
15	 48	 546	 592	 22	 47
16	 91	 832	 852	 38	 67
17	 22	 835	 889	 5	 20
18	 26	 866	 872	 18	 50
19	 7	 427	 493	 9	 20
20	 74	 471	 499	 12	 38
21	 28	 671	 683	 0	 53
22	 26	 1070	 1084	 50	 71
23	 19	 498	 506	 13	 60
24	 35	 551	 573	 87	 96
25	 10	 419	 471	 67	 69
0	0	49	1	33	46	34	40	27	19	15	16	8	9	18	45	37	28	19	20	22	18	9	44	44
0	0	9	42	27	37	45	5	39	28	10	31	43	21	10	30	26	8	7	22	27	37	39	6	30
49	9	0	39	12	47	19	35	17	18	1	26	35	23	32	23	32	3	4	25	31	27	40	15	2
1	42	39	0	14	14	14	19	47	3	35	5	36	38	38	3	13	11	33	24	40	19	32	17	7
33	27	12	14	0	10	12	49	14	46	8	7	30	18	30	2	41	28	38	13	49	38	27	13	18
46	37	47	14	10	0	9	6	44	1	33	33	38	17	3	28	19	38	35	4	20	36	48	5	33
34	45	19	14	12	9	0	39	22	45	34	12	10	22	23	23	44	48	28	0	33	14	5	37	26
40	5	35	19	49	6	39	0	36	15	26	35	12	48	42	3	12	46	48	14	40	22	42	12	7
27	39	17	47	14	44	22	36	0	23	3	1	0	25	17	12	24	4	39	45	37	24	27	29	11
19	28	18	3	46	1	45	15	23	0	0	34	43	42	37	7	3	35	39	47	45	18	2	35	35
15	10	1	35	8	33	34	26	3	0	0	6	13	45	18	39	17	2	17	42	38	35	0	26	8
16	31	26	5	7	33	12	35	1	34	6	0	35	40	45	48	13	10	2	31	13	32	34	25	33
8	43	35	36	30	38	10	12	0	43	13	35	0	17	48	35	37	28	30	43	25	8	18	30	14
9	21	23	38	18	17	22	48	25	42	45	40	17	0	41	26	35	1	9	4	16	42	16	49	7
18	10	32	38	30	3	23	42	17	37	18	45	48	41	0	40	21	11	44	24	26	37	5	7	42
45	30	23	3	2	28	23	3	12	7	39	48	35	26	40	0	12	31	0	7	32	39	21	22	1
37	26	32	13	41	19	44	12	24	3	17	13	37	35	21	12	0	17	48	6	1	25	17	1	0
28	8	3	11	28	38	48	46	4	35	2	10	28	1	11	31	17	0	20	5	2	41	28	0	3
19	7	4	33	38	35	28	48	39	39	17	2	30	9	44	0	48	20	0	25	28	15	5	27	16
20	22	25	24	13	4	0	14	45	47	42	31	43	4	24	7	6	5	25	0	33	32	19	11	21
22	27	31	40	49	20	33	40	37	45	38	13	25	16	26	32	1	2	28	33	0	11	5	16	45
18	37	27	19	38	36	14	22	24	18	35	32	8	42	37	39	25	41	15	32	11	0	23	20	1
9	39	40	32	27	48	5	42	27	2	0	34	18	16	5	21	17	28	5	19	5	23	0	2	7
44	6	15	17	13	5	37	12	29	35	26	25	30	49	7	22	1	0	27	11	16	20	2	0	38
44	30	2	7	18	33	26	7	11	35	8	33	14	7	42	1	0	3	16	21	45	1	7	38	0
