20
1	 6	 525	 597	 22	 65
2	 39	 0	 61	 19	 34
3	 18	 798	 850	 33	 56
4	 6	 539	 603	 26	 56
5	 40	 154	 192	 9	 20
6	 42	 42	 90	 6	 27
7	 31	 721	 729	 50	 83
8	 98	 21	 29	 47	 67
9	 99	 336	 368	 27	 91
10	 69	 172	 188	 34	 50
11	 18	 824	 884	 20	 24
12	 66	 844	 846	 1	 64
13	 32	 329	 395	 2	 28
14	 41	 659	 683	 11	 94
15	 33	 83	 131	 22	 59
16	 32	 513	 575	 26	 69
17	 65	 866	 896	 7	 70
18	 13	 49	 61	 12	 74
19	 77	 234	 248	 36	 73
20	 9	 938	 966	 17	 33
0	23	34	6	36	49	7	24	17	17	10	1	39	37	18	11	37	17	41	32
23	0	5	11	25	18	16	1	40	19	7	24	40	5	27	32	40	1	6	30
34	5	0	23	42	41	40	34	26	24	12	24	42	2	23	38	2	33	22	0
6	11	23	0	27	47	32	3	20	8	8	8	1	41	42	11	44	33	9	44
36	25	42	27	0	42	7	21	29	0	36	8	38	22	17	0	2	8	1	11
49	18	41	47	42	0	14	35	27	36	31	37	16	7	7	39	16	23	36	42
7	16	40	32	7	14	0	35	33	26	20	6	4	37	35	49	18	34	34	4
24	1	34	3	21	35	35	0	49	46	24	14	47	16	38	21	2	16	31	29
17	40	26	20	29	27	33	49	0	11	49	38	5	0	26	16	6	25	47	36
17	19	24	8	0	36	26	46	11	0	31	30	20	10	27	30	0	16	32	0
10	7	12	8	36	31	20	24	49	31	0	30	25	19	10	46	19	24	5	43
1	24	24	8	8	37	6	14	38	30	30	0	18	49	29	39	44	32	8	8
39	40	42	1	38	16	4	47	5	20	25	18	0	29	23	16	7	46	46	12
37	5	2	41	22	7	37	16	0	10	19	49	29	0	44	44	10	3	5	15
18	27	23	42	17	7	35	38	26	27	10	29	23	44	0	9	42	3	14	0
11	32	38	11	0	39	49	21	16	30	46	39	16	44	9	0	28	26	4	34
37	40	2	44	2	16	18	2	6	0	19	44	7	10	42	28	0	7	16	9
17	1	33	33	8	23	34	16	25	16	24	32	46	3	3	26	7	0	36	31
41	6	22	9	1	36	34	31	47	32	5	8	46	5	14	4	16	36	0	34
32	30	0	44	11	42	4	29	36	0	43	8	12	15	0	34	9	31	34	0
