100
1	 28	 2481	 2571	 44	 49
2	 43	 4576	 4658	 20	 64
3	 94	 5955	 5999	 57	 96
4	 85	 2779	 2787	 24	 95
5	 79	 4514	 4576	 73	 98
6	 79	 5724	 5788	 2	 24
7	 94	 5029	 5055	 58	 91
8	 19	 3827	 3849	 4	 38
9	 70	 5069	 5133	 24	 51
10	 88	 5778	 5868	 8	 54
11	 2	 3120	 3162	 0	 99
12	 11	 5180	 5208	 35	 40
13	 12	 6257	 6271	 92	 98
14	 59	 5446	 5466	 35	 46
15	 47	 5098	 5164	 28	 33
16	 20	 3157	 3221	 5	 27
17	 23	 3609	 3701	 26	 72
18	 75	 5566	 5590	 45	 62
19	 64	 3347	 3411	 15	 41
20	 23	 3486	 3494	 25	 28
21	 96	 3672	 3698	 35	 97
22	 8	 3531	 3553	 1	 35
23	 58	 4380	 4392	 8	 36
24	 46	 4155	 4233	 3	 24
25	 14	 3201	 3263	 45	 87
26	 100	 5721	 5727	 15	 83
27	 42	 6135	 6211	 18	 69
28	 4	 4056	 4134	 10	 100
29	 30	 5730	 5738	 72	 97
30	 63	 4944	 4952	 16	 79
31	 10	 6344	 6408	 45	 90
32	 26	 5087	 5089	 7	 59
33	 96	 6096	 6108	 32	 34
34	 82	 5890	 5936	 24	 26
35	 90	 3611	 3619	 71	 89
36	 26	 4334	 4398	 1	 34
37	 67	 4129	 4133	 17	 60
38	 81	 5855	 5947	 47	 87
39	 69	 4832	 4900	 34	 40
40	 91	 3388	 3488	 14	 45
41	 18	 3999	 4061	 64	 87
42	 29	 5912	 5938	 1	 36
43	 83	 4971	 4975	 21	 100
44	 65	 3564	 3640	 0	 20
45	 80	 3049	 3089	 49	 57
46	 18	 4249	 4271	 23	 24
47	 83	 5693	 5775	 17	 77
48	 11	 3981	 4041	 47	 51
49	 80	 3470	 3570	 18	 90
50	 7	 3934	 4024	 25	 90
51	 10	 5150	 5202	 25	 51
52	 89	 3290	 3362	 17	 65
53	 45	 4110	 4190	 32	 99
54	 53	 6010	 6012	 48	 49
55	 35	 6072	 6158	 56	 78
56	 5	 6141	 6209	 1	 65
57	 70	 5600	 5688	 35	 58
58	 37	 5021	 5051	 9	 48
59	 75	 3551	 3635	 11	 35
60	 98	 3379	 3381	 7	 66
61	 23	 6478	 6502	 38	 59
62	 63	 2660	 2756	 4	 28
63	 58	 4695	 4773	 13	 38
64	 59	 4827	 4905	 33	 42
65	 97	 5452	 5470	 7	 52
66	 95	 5944	 6008	 14	 29
67	 25	 5647	 5679	 8	 39
68	 16	 5747	 5827	 56	 87
69	 5	 5856	 5928	 8	 33
70	 58	 4211	 4217	 9	 31
71	 61	 2864	 2872	 91	 93
72	 78	 2698	 2702	 37	 43
73	 15	 3862	 3912	 62	 69
74	 22	 2998	 3088	 37	 84
75	 36	 3394	 3422	 61	 68
76	 34	 5480	 5484	 14	 24
77	 66	 2938	 2980	 5	 65
78	 98	 5624	 5706	 47	 61
79	 33	 2616	 2696	 17	 52
80	 43	 4013	 4067	 50	 53
81	 47	 4183	 4265	 68	 73
82	 24	 2996	 3054	 21	 32
83	 99	 3997	 4005	 17	 26
84	 26	 4610	 4684	 14	 44
85	 54	 4015	 4093	 31	 33
86	 64	 5081	 5163	 13	 26
87	 11	 2520	 2526	 18	 25
88	 59	 3502	 3510	 54	 80
89	 1	 4664	 4690	 31	 37
90	 79	 5552	 5558	 9	 40
91	 91	 3761	 3827	 7	 28
92	 19	 4538	 4570	 29	 32
93	 12	 5124	 5144	 16	 42
94	 10	 4534	 4538	 25	 55
95	 81	 5443	 5493	 46	 55
96	 61	 2504	 2556	 28	 58
97	 90	 3961	 4049	 1	 28
98	 13	 3610	 3668	 31	 61
99	 46	 4440	 4456	 76	 93
100	 28	 4271	 4349	 19	 33
0	5	33	31	45	48	31	5	5	47	15	37	4	39	15	1	46	29	38	10	34	40	6	2	44	17	3	49	29	44	19	26	26	22	4	10	41	7	17	46	21	48	20	34	23	49	2	28	32	25	47	24	3	26	28	39	8	18	13	40	27	45	48	49	28	35	4	42	2	30	48	9	31	32	32	17	26	32	32	38	23	43	23	7	0	21	0	10	4	8	45	14	12	1	0	19	40	30	26	4
5	0	11	24	35	21	24	15	3	9	12	6	23	1	19	34	20	2	31	36	2	7	35	3	26	10	37	20	41	9	36	1	10	24	15	9	9	32	32	37	39	43	31	19	48	26	43	43	44	32	7	44	34	25	16	30	34	45	48	27	27	19	46	26	32	11	20	37	32	2	27	26	8	3	2	20	12	22	43	33	18	9	36	31	34	9	23	32	46	17	39	17	15	16	3	16	18	36	7	8
33	11	0	47	31	0	14	37	39	10	9	35	17	37	4	34	24	18	12	16	20	40	10	41	31	34	22	44	43	24	1	4	16	30	28	33	1	1	28	39	25	29	6	49	48	33	15	37	41	9	26	29	15	23	11	48	1	47	9	7	31	17	10	6	19	6	49	49	12	18	18	12	36	32	20	39	43	10	45	36	6	25	37	12	16	11	7	33	4	48	40	13	1	11	2	3	1	25	23	49
31	24	47	0	16	32	20	18	13	18	45	7	25	29	1	17	29	27	24	47	10	11	8	13	19	9	29	5	2	30	7	9	22	41	40	23	39	42	4	1	31	47	11	4	14	40	33	12	12	48	1	48	12	31	26	45	19	37	31	22	37	8	5	44	30	35	31	38	20	29	8	14	28	15	19	34	9	39	28	34	4	3	28	12	5	39	48	6	25	39	32	25	3	3	34	41	37	16	6	41
45	35	31	16	0	10	17	16	27	33	23	14	7	44	21	33	29	49	45	16	1	4	11	38	49	9	8	13	39	38	33	41	0	41	4	43	4	49	33	42	0	29	13	10	7	15	24	7	35	31	23	34	16	46	12	12	47	37	45	9	36	5	1	9	27	42	20	11	39	49	38	33	6	14	49	9	17	2	32	1	45	10	10	32	45	26	2	9	28	25	36	28	2	37	24	14	30	42	45	38
48	21	0	32	10	0	10	16	17	32	10	20	8	35	4	28	21	38	13	45	33	8	5	49	44	3	9	38	33	3	4	40	1	38	49	30	15	39	46	8	27	8	5	47	39	33	37	25	25	10	17	18	7	1	47	17	6	42	2	0	10	31	16	4	9	44	12	43	19	20	17	21	28	46	46	31	14	17	38	14	13	13	33	3	30	39	28	40	5	37	36	23	41	47	48	4	4	8	20	34
31	24	14	20	17	10	0	10	41	27	33	27	39	4	4	8	31	7	38	7	32	13	44	7	10	16	32	38	28	1	40	35	30	38	47	6	28	40	27	13	24	13	42	10	18	24	4	19	19	12	24	37	32	0	32	44	5	34	19	0	2	2	38	45	48	5	42	21	11	46	33	42	6	46	31	19	21	8	3	11	35	14	5	27	34	15	27	39	46	42	6	46	35	42	4	44	12	33	20	40
5	15	37	18	16	16	10	0	32	15	44	17	31	5	42	5	23	35	27	16	7	1	14	16	14	28	5	17	41	7	23	20	49	48	11	37	48	48	28	27	10	8	22	15	2	33	19	37	40	30	4	45	18	45	35	12	34	18	43	45	1	7	21	25	11	10	24	18	48	42	17	42	28	12	29	4	6	17	5	6	33	2	2	15	24	1	19	9	0	47	0	2	39	43	40	10	23	4	46	48
5	3	39	13	27	17	41	32	0	30	1	26	10	47	35	31	36	9	30	40	47	36	42	41	20	36	15	1	25	16	8	10	34	40	0	28	49	28	8	48	15	14	9	11	29	49	43	0	24	3	13	31	47	32	6	24	5	28	4	46	12	19	0	20	27	26	45	4	26	28	31	47	45	31	6	11	17	3	32	49	6	37	41	49	38	49	12	0	8	49	37	0	45	5	12	34	25	35	31	44
47	9	10	18	33	32	27	15	30	0	9	39	1	10	11	11	31	14	30	20	37	27	33	29	23	12	44	48	43	11	22	42	49	30	0	19	24	1	36	20	17	20	38	39	38	26	44	12	3	16	3	24	25	36	44	23	32	11	20	11	5	14	30	37	27	8	4	46	5	29	46	22	12	24	8	42	8	25	7	35	26	45	16	23	14	13	13	12	46	9	30	37	11	24	24	31	39	16	13	7
15	12	9	45	23	10	33	44	1	9	0	49	22	4	35	16	9	28	20	45	28	25	28	38	35	18	6	6	4	38	2	6	11	5	46	47	34	9	44	0	20	32	42	38	1	7	7	25	14	13	21	38	16	27	49	40	38	42	29	8	14	15	20	2	32	43	12	41	30	46	25	28	48	48	37	45	25	41	8	2	24	28	43	35	42	22	35	27	3	20	42	38	41	4	2	40	2	44	0	7
37	6	35	7	14	20	27	17	26	39	49	0	11	46	25	42	49	28	25	8	16	10	25	24	12	5	25	3	48	13	15	25	37	18	1	28	48	21	28	32	45	11	6	14	33	38	11	41	20	11	23	17	9	20	40	21	4	47	4	35	38	19	1	7	1	29	43	32	41	8	47	11	20	37	29	31	27	0	44	38	36	15	29	15	12	30	13	48	18	9	35	36	19	44	7	9	27	28	4	20
4	23	17	25	7	8	39	31	10	1	22	11	0	37	38	47	27	20	37	30	5	4	24	8	24	0	21	40	17	44	2	20	35	17	26	12	2	33	41	12	3	31	37	4	7	48	20	1	11	9	2	18	35	26	18	37	38	14	9	12	37	34	16	35	41	47	49	0	48	9	13	7	2	46	37	36	1	28	24	41	12	6	29	1	11	16	32	5	5	13	10	40	19	21	5	5	7	4	9	22
39	1	37	29	44	35	4	5	47	10	4	46	37	0	33	12	26	20	12	0	34	8	36	11	13	46	48	38	2	5	1	8	23	24	30	19	49	45	2	8	39	31	3	4	24	10	26	39	42	13	13	8	35	12	23	7	3	17	39	45	43	13	47	48	44	4	5	28	5	46	11	25	14	27	12	26	47	49	1	8	42	13	26	8	2	24	37	12	14	32	34	7	5	36	45	41	9	32	10	33
15	19	4	1	21	4	4	42	35	11	35	25	38	33	0	1	21	4	1	33	27	47	13	6	7	18	49	46	40	30	6	22	23	13	40	35	3	47	6	10	6	23	26	35	37	41	45	25	45	37	42	43	13	2	39	18	45	0	7	11	46	27	0	44	28	21	31	34	16	29	7	48	45	36	38	9	22	24	5	30	10	20	34	11	9	17	0	38	22	23	28	11	12	39	6	26	45	36	2	28
1	34	34	17	33	28	8	5	31	11	16	42	47	12	1	0	12	1	7	19	41	19	4	0	6	1	49	41	35	16	28	6	5	21	6	32	26	38	32	48	1	5	46	11	10	8	47	35	48	28	30	36	13	19	12	6	39	32	42	43	35	11	28	46	4	19	29	4	22	8	17	34	44	23	31	49	26	1	3	26	3	7	4	0	40	26	2	8	23	23	41	1	38	22	16	39	7	19	26	4
46	20	24	29	29	21	31	23	36	31	9	49	27	26	21	12	0	2	48	34	16	27	29	4	38	13	22	10	12	5	27	34	46	48	37	46	3	26	9	44	4	27	35	31	41	29	27	43	29	46	14	28	20	29	24	30	21	1	48	24	3	10	21	29	47	10	43	28	1	45	28	5	34	17	29	12	34	39	27	16	5	20	24	45	13	18	9	4	29	11	12	21	15	0	34	16	15	8	1	35
29	2	18	27	49	38	7	35	9	14	28	28	20	20	4	1	2	0	41	13	11	3	21	13	32	29	30	11	9	6	17	12	34	35	41	9	42	13	9	20	11	21	21	15	4	42	3	15	37	1	24	20	18	28	11	44	35	13	14	21	46	11	4	19	45	42	26	42	12	43	5	0	11	7	23	7	8	16	19	20	10	2	9	39	6	37	22	27	12	29	41	1	26	24	12	36	18	3	4	34
38	31	12	24	45	13	38	27	30	30	20	25	37	12	1	7	48	41	0	43	33	30	5	30	44	21	0	19	12	11	12	22	40	6	27	3	3	22	21	9	5	3	46	29	29	38	48	49	16	36	15	36	31	7	1	0	6	33	0	5	5	38	13	31	41	7	34	41	3	47	41	23	38	45	33	6	23	38	9	49	49	1	17	10	14	4	28	5	49	29	32	28	8	6	13	6	47	7	36	14
10	36	16	47	16	45	7	16	40	20	45	8	30	0	33	19	34	13	43	0	38	14	43	46	37	45	31	26	20	40	34	16	0	13	3	49	24	3	41	37	17	1	24	8	19	41	9	44	40	1	44	48	7	10	13	0	44	37	26	23	23	40	0	22	6	28	25	42	20	6	11	33	13	47	5	20	30	21	8	28	42	42	23	13	31	11	41	25	28	44	10	11	11	22	22	3	46	6	10	34
34	2	20	10	1	33	32	7	47	37	28	16	5	34	27	41	16	11	33	38	0	39	43	17	0	28	37	46	21	37	37	32	8	8	11	49	33	32	0	32	0	21	21	24	21	7	46	19	46	36	34	34	25	46	17	22	18	40	0	28	30	9	47	42	13	31	14	9	39	10	16	9	0	26	13	26	28	9	32	33	38	45	18	20	0	18	0	32	28	9	9	19	49	9	22	5	48	2	42	10
40	7	40	11	4	8	13	1	36	27	25	10	4	8	47	19	27	3	30	14	39	0	9	9	42	2	33	9	43	2	42	24	20	14	1	17	33	45	47	19	17	10	16	44	40	6	13	24	7	2	30	45	32	47	4	13	33	26	32	22	5	43	42	21	35	2	8	32	2	26	4	33	21	20	49	6	28	0	15	42	7	32	9	6	11	14	32	12	8	30	22	11	11	8	1	34	11	21	37	44
6	35	10	8	11	5	44	14	42	33	28	25	24	36	13	4	29	21	5	43	43	9	0	30	39	48	46	6	45	27	43	34	39	6	27	34	11	6	46	13	17	10	11	44	28	28	45	35	9	15	13	38	26	36	28	0	23	12	41	7	30	3	39	1	0	36	43	17	29	47	8	33	21	25	4	25	17	11	7	49	18	17	2	18	47	23	41	40	2	43	34	30	33	27	23	32	25	23	45	7
2	3	41	13	38	49	7	16	41	29	38	24	8	11	6	0	4	13	30	46	17	9	30	0	17	0	8	14	33	28	7	39	10	32	40	36	39	1	29	33	9	23	36	8	6	49	20	41	6	16	38	5	33	2	8	22	6	23	38	38	40	2	45	2	39	31	46	35	41	23	27	7	47	15	21	46	35	13	12	16	7	27	45	20	3	16	36	21	49	37	4	24	8	37	27	33	30	26	45	49
44	26	31	19	49	44	10	14	20	23	35	12	24	13	7	6	38	32	44	37	0	42	39	17	0	37	24	19	21	39	43	7	7	28	14	26	18	4	23	3	25	47	40	17	39	16	26	9	42	47	14	0	47	10	22	29	2	11	44	25	13	5	44	8	1	11	36	37	30	1	4	14	1	1	7	43	25	12	9	44	1	45	37	44	41	21	12	13	34	28	21	38	43	4	49	29	39	44	12	23
17	10	34	9	9	3	16	28	36	12	18	5	0	46	18	1	13	29	21	45	28	2	48	0	37	0	25	27	40	13	6	34	26	43	0	25	3	46	8	16	37	12	42	6	8	8	6	8	47	18	3	21	47	30	6	12	2	44	41	11	8	26	14	18	40	29	16	29	29	31	2	38	43	8	30	28	19	31	14	13	8	9	10	31	47	0	1	16	9	1	6	8	11	45	24	31	3	10	19	23
3	37	22	29	8	9	32	5	15	44	6	25	21	48	49	49	22	30	0	31	37	33	46	8	24	25	0	41	42	5	6	10	27	5	34	18	5	34	41	14	0	20	32	31	32	7	19	29	11	40	48	48	35	13	37	16	23	37	0	24	5	12	44	4	10	33	40	6	23	9	19	0	39	15	45	48	7	39	36	20	35	1	21	39	10	10	38	32	22	44	49	0	32	44	44	27	20	1	34	33
49	20	44	5	13	38	38	17	1	48	6	3	40	38	46	41	10	11	19	26	46	9	6	14	19	27	41	0	4	27	23	0	29	19	10	2	25	38	40	42	33	15	43	5	14	45	34	49	45	31	38	39	26	39	12	25	46	31	19	1	10	35	42	40	0	23	22	3	0	9	32	20	34	23	20	46	45	40	42	26	13	30	0	26	16	8	38	2	29	11	16	0	41	11	31	28	18	7	26	15
29	41	43	2	39	33	28	41	25	43	4	48	17	2	40	35	12	9	12	20	21	43	45	33	21	40	42	4	0	46	19	37	16	34	44	48	7	13	49	1	9	28	30	10	38	5	29	39	3	30	12	3	19	15	26	0	40	27	40	12	18	34	47	1	14	18	49	4	9	48	1	29	34	4	17	7	39	49	35	9	21	32	0	16	17	37	29	37	2	28	24	6	46	11	35	44	20	1	10	45
44	9	24	30	38	3	1	7	16	11	38	13	44	5	30	16	5	6	11	40	37	2	27	28	39	13	5	27	46	0	18	30	47	26	12	23	11	42	22	49	4	6	11	8	48	31	41	21	16	13	43	49	33	10	7	16	21	25	12	40	16	11	32	4	22	49	38	34	36	9	13	39	8	47	8	5	26	12	28	38	10	25	33	16	10	5	16	7	7	6	22	36	48	1	39	3	36	33	47	26
19	36	1	7	33	4	40	23	8	22	2	15	2	1	6	28	27	17	12	34	37	42	43	7	43	6	6	23	19	18	0	10	26	28	39	9	48	49	3	9	10	17	31	18	1	29	29	5	17	38	3	25	3	5	13	48	9	40	29	16	15	37	7	25	26	25	25	45	46	49	44	11	48	6	32	18	6	47	35	3	21	25	2	42	42	47	39	2	30	21	40	44	32	40	32	27	13	21	22	8
26	1	4	9	41	40	35	20	10	42	6	25	20	8	22	6	34	12	22	16	32	24	34	39	7	34	10	0	37	30	10	0	7	27	42	3	3	0	8	3	12	21	17	37	32	13	38	12	48	27	21	38	16	47	26	36	8	2	30	25	6	30	6	32	17	9	48	28	27	11	36	12	12	15	6	4	36	15	10	29	40	10	4	28	2	22	13	16	14	0	33	13	34	10	37	1	13	2	26	14
26	10	16	22	0	1	30	49	34	49	11	37	35	23	23	5	46	34	40	0	8	20	39	10	7	26	27	29	16	47	26	7	0	30	43	46	26	6	40	17	4	23	41	42	20	10	3	38	19	31	25	43	27	15	42	37	27	49	12	34	43	39	3	34	22	4	2	12	1	32	11	44	7	40	7	1	7	39	0	32	37	21	42	13	25	48	16	16	3	9	47	45	28	35	4	30	31	2	38	42
