20
1	 4	 1136	 1148	 30	 44
2	 53	 1159	 1223	 52	 55
3	 36	 553	 621	 4	 44
4	 49	 678	 702	 3	 29
5	 5	 977	 1009	 42	 67
6	 95	 281	 365	 86	 91
7	 81	 258	 296	 34	 63
8	 15	 235	 261	 49	 97
9	 55	 637	 655	 8	 58
10	 12	 192	 248	 36	 61
11	 47	 798	 870	 28	 99
12	 41	 219	 305	 1	 99
13	 73	 705	 777	 6	 51
14	 1	 232	 266	 27	 36
15	 62	 433	 497	 6	 36
16	 20	 408	 478	 7	 65
17	 83	 673	 701	 58	 72
18	 11	 395	 465	 15	 33
19	 35	 829	 881	 21	 62
20	 82	 429	 463	 23	 42
0	11	27	1	43	33	47	13	5	49	35	5	32	25	1	17	29	5	34	35
11	0	49	35	30	42	35	14	6	22	31	21	19	39	29	38	26	49	34	1
27	49	0	40	45	16	45	11	32	31	35	49	32	36	49	30	47	1	0	34
1	35	40	0	44	26	11	25	13	1	37	4	41	4	28	9	21	5	18	32
43	30	45	44	0	10	29	34	45	12	44	48	47	5	17	45	14	1	30	36
33	42	16	26	10	0	3	18	30	8	14	45	48	28	46	17	7	49	34	13
47	35	45	11	29	3	0	0	12	10	10	6	13	48	33	9	10	18	5	41
13	14	11	25	34	18	0	0	8	40	47	3	8	6	37	30	30	39	9	37
5	6	32	13	45	30	12	8	0	13	8	41	27	5	9	20	15	19	6	31
49	22	31	1	12	8	10	40	13	0	18	46	46	22	6	18	3	30	19	7
35	31	35	37	44	14	10	47	8	18	0	2	49	21	45	6	26	4	16	27
5	21	49	4	48	45	6	3	41	46	2	0	26	1	21	34	8	43	5	31
32	19	32	41	47	48	13	8	27	46	49	26	0	14	22	36	25	10	37	7
25	39	36	4	5	28	48	6	5	22	21	1	14	0	13	28	10	19	28	49
1	29	49	28	17	46	33	37	9	6	45	21	22	13	0	49	13	6	41	35
17	38	30	9	45	17	9	30	20	18	6	34	36	28	49	0	38	8	34	16
29	26	47	21	14	7	10	30	15	3	26	8	25	10	13	38	0	37	20	10
5	49	1	5	1	49	18	39	19	30	4	43	10	19	6	8	37	0	25	22
34	34	0	18	30	34	5	9	6	19	16	5	37	28	41	34	20	25	0	27
35	1	34	32	36	13	41	37	31	7	27	31	7	49	35	16	10	22	27	0
