10
1	 91	 720	 762	 44	 59
2	 63	 767	 799	 10	 25
3	 96	 696	 770	 24	 70
4	 80	 304	 430	 30	 59
5	 62	 858	 934	 6	 43
6	 69	 439	 583	 0	 46
7	 89	 596	 666	 14	 22
8	 76	 966	 970	 2	 38
9	 45	 521	 657	 12	 27
10	 66	 379	 499	 82	 93
0	41	29	40	37	32	34	21	34	22
41	0	1	29	6	34	11	45	1	45
29	1	0	6	33	45	41	33	7	36
40	29	6	0	5	30	13	34	24	21
37	6	33	5	0	43	45	39	15	31
32	34	45	30	43	0	40	4	48	40
34	11	41	13	45	40	0	17	4	44
21	45	33	34	39	4	17	0	29	0
34	1	7	24	15	48	4	29	0	42
22	45	36	21	31	40	44	0	42	0
